	MF.alv.Lu#2	MF.alv.Lu#3	MF.alv.Lu.KPd28#1	MF.alv.Lu.KPd28#2	MF.alv.Lu.KPd17#1	MF.alv.Lu.KPd28#3
Dtx1	0	0	0	0	0	0
Dtx2	25	84	74	16	27	30
Dtx3	74	125	86	51	81	27
Dtx3l	183	189	268	117	227	91
Dtx4	137	208	160	92	96	120
Dtymk	81	147	153	38	106	79
Duox1	0	3	2	0	3	1
Duox2	2	0	6	0	0	2
Duoxa1	1	3	1	0	0	2
Duoxa2	0	0	0	0	0	0
Dupd1	0	1	1	0	0	0
Dus1l	164	186	198	118	147	116
Dus2	68	66	69	26	41	47
Dus3l	90	122	102	51	80	64
Dus4l	4	13	16	8	9	5
Dusp1	1306	4302	11421	592	2076	473
Dusp10	10	4	12	2	9	3
Dusp11	364	467	540	193	328	226
Dusp12	28	54	65	22	43	31
Dusp13	2	23	16	10	11	10
Dusp14	0	1	0	0	0	0
Dusp15	0	0	0	1	1	1
Dusp16	55	78	192	35	54	43
Dusp18	67	55	86	18	51	20
Dusp19	22	24	25	13	24	15
Dusp2	0	6	11	2	1	1
Dusp21	0	0	0	0	0	0
Dusp22	201	244	235	96	205	137
Dusp23	21	53	21	9	16	17
Dusp26	2	0	3	0	0	0
Dusp27	4	0	1	0	8	2
Dusp28	22	34	21	17	21	17
Dusp3	427	694	647	320	458	254
Dusp4	0	0	1	0	0	0
Dusp5	68	152	124	56	96	68
Dusp6	739	562	904	261	503	167
Dusp7	32	36	29	19	36	23
Dusp8	1	3	2	0	1	1
Dusp9	7	4	9	8	8	9
Dut	51	80	83	29	25	66
Duxbl1	0	0	0	0	0	0
Duxbl2	0	0	0	0	0	0
Duxbl3	0	0	0	0	0	0
Duxf3	0	0	0	0	0	0
Dvl1	42	67	41	13	30	38
Dvl2	23	38	38	23	20	20
Dvl3	47	59	37	18	22	37
Dxo	76	152	122	35	74	59
Dydc1	4	1	0	0	0	0
Dydc2	2	0	1	0	0	0
Dym	191	230	276	120	173	111
Dynap	2	1	5	1	0	3
Dync1h1	566	805	661	294	508	357
Dync1i1	4	1	5	1	1	4
Dync1i2	629	739	749	303	558	343
Dync1li1	358	416	464	175	323	173
Dync1li2	229	258	311	90	225	120
Dync2h1	30	31	42	16	25	28
Dync2li1	3	6	4	0	0	3
Dynll1	268	417	324	81	286	168
Dynll2	6	13	6	6	10	14
Dynlrb1	464	856	675	253	459	358
Dynlrb2	0	0	0	0	0	0
Dynlt1	0	8	0	0	1	0
Dynlt1a	1	5	5	0	1	1
Dynlt1c	3	4	2	3	0	1
Dynlt1f	19	29	8	5	7	6
Dynlt3	580	727	900	310	576	318
Dyrk1a	57	126	104	54	65	73
Dyrk1b	18	18	20	13	19	7
Dyrk2	87	84	105	32	56	72
Dyrk3	4	4	2	2	5	5
Dyrk4	2	1	3	0	2	2
Dysf	14	37	24	9	32	22
Dytn	5	7	2	0	2	0
Dyx1c1	0	0	0	0	0	0
Dzank1	5	1	1	0	0	3
Dzip1	0	1	3	1	1	2
Dzip1l	3	0	7	1	0	2
Dzip3	46	43	65	20	43	51
E030018B13Rik	11	18	34	26	20	17
E030025P04Rik	0	0	0	0	1	0
E030030I06Rik	4	10	7	1	0	6
E130114P18Rik	0	2	1	2	1	0
E130116L18Rik	0	0	0	0	0	0
E130208F15Rik	0	0	0	0	0	0
E130218I03Rik	0	0	0	0	0	0
E130308A19Rik	13	19	11	10	15	28
E130309D02Rik	41	80	71	47	52	38
E130311K13Rik	21	31	30	22	20	16
E230025N22Rik	1	0	0	1	0	0
E2f1	205	212	201	40	144	69
E2f2	119	120	134	69	72	110
E2f3	14	16	16	9	5	17
E2f4	33	71	74	30	43	46
E2f5	5	16	21	4	8	9
E2f6	13	13	14	10	12	14
E2f7	13	18	10	8	15	25
E2f8	19	20	3	2	1	6
E330009J07Rik	10	12	10	7	2	7
E330014E10Rik	0	0	0	0	0	0
E330017A01Rik	1	1	4	0	0	0
E330021D16Rik	1	5	1	2	0	1
E330034G19Rik	1	2	2	0	2	1
E430018J23Rik	10	15	10	2	17	10
E4f1	78	123	132	44	80	66
Eaf1	129	101	179	88	82	72
Eaf2	1	1	1	0	0	2
Eapp	186	284	247	116	176	116
Ear1	2950	6223	3759	1983	3812	860
Ear10	195	383	154	144	237	19
Ear14	1	3	2	14	2	0
Ear2	11712	24534	14329	8273	12688	3721
Ear6	30	31	76	389	20	115
Ears2	49	56	46	22	49	26
Ebag9	47	51	59	36	54	45
Ebf1	0	3	1	1	0	4
Ebf2	4	1	1	0	2	2
Ebf3	4	1	0	0	1	11
Ebf4	0	1	1	1	1	1
Ebi3	1	5	5	7	2	8
Ebna1bp2	111	165	154	68	117	74
Ebp	289	341	386	147	227	164
Ebpl	86	145	127	75	92	151
Ecd	155	250	274	105	121	87
Ece1	6	15	64	111	14	91
Ece2	0	0	0	0	0	0
Ecel1	0	1	0	1	1	4
Ech1	1196	1989	1596	589	1070	519
Echdc1	34	43	50	28	49	25
Echdc2	0	2	0	0	1	0
Echdc3	18	29	19	15	10	15
Echs1	248	391	438	277	240	246
Eci1	78	125	166	64	87	63
Eci2	307	540	580	436	281	311
Eci3	2	5	5	2	8	2
Ecm1	8	44	32	24	29	7
Ecm2	4	6	2	0	10	0
Ecscr	3	0	1	0	0	0
Ecsit	52	97	64	35	43	33
Ect2	73	66	76	30	71	39
Ect2l	3	3	2	2	4	5
Eda	0	3	2	1	5	3
Eda2r	4	0	3	0	1	3
Edar	2	1	0	0	0	1
Edaradd	11	16	1	7	16	16
Edc3	128	203	196	70	114	81
Edc4	211	213	209	103	162	91
Eddm3b	2	0	0	0	0	0
Edem1	344	481	551	243	344	400
Edem2	496	558	557	320	369	234
Edem3	127	109	116	69	74	71
Edf1	292	540	388	166	270	198
Edil3	9	10	14	2	6	12
Edn1	1	1	0	0	4	1
Edn2	0	2	0	0	0	0
Edn3	0	0	0	0	0	0
Ednra	2	2	2	1	0	4
Ednrb	2	0	3	0	4	1
Edrf1	59	67	84	49	58	40
Eea1	171	234	260	129	185	174
Eed	124	200	248	60	128	99
Eef1a1	10882	17849	11667	5937	8655	3632
Eef1a2	0	0	0	0	0	0
Eef1akmt1	83	126	139	54	84	90
Eef1akmt2	11	26	24	9	10	6
Eef1akmt4	54	74	66	29	52	29
Eef1b2	1196	2172	1665	635	1125	1137
Eef1d	409	714	490	194	335	354
Eef1e1	142	189	162	55	98	119
Eef1g	230	309	259	109	186	142
Eef2	7409	10260	8831	3649	5865	2305
Eef2k	48	77	66	44	48	39
Eef2kmt	59	91	94	34	86	52
Eefsec	64	65	58	32	42	34
Eepd1	350	450	580	214	340	194
Efcab1	0	1	0	0	0	1
Efcab10	0	1	0	0	0	0
Efcab11	18	16	8	5	10	13
Efcab12	6	1	2	2	2	7
Efcab14	174	218	163	72	160	109
Efcab2	10	20	17	4	10	9
Efcab3	0	1	0	0	1	0
Efcab5	1	6	2	0	2	1
Efcab6	3	1	3	1	2	1
Efcab7	5	15	5	2	9	4
Efcab8	2	0	5	0	0	2
Efcab9	3	3	0	1	0	1
Efcc1	0	0	0	0	0	0
Efemp1	4	0	2	1	2	1
Efemp2	36	45	38	21	29	19
Efhb	1	2	4	2	0	0
Efhc1	2	4	1	1	0	1
Efhc2	3	4	2	5	1	3
Efhd1	0	1	0	0	0	1
Efhd2	160	272	303	142	188	327
Efl1	105	100	101	45	80	41
Efna1	1	0	0	1	1	1
Efna2	1	5	1	1	2	1
Efna3	0	0	0	0	0	0
Efna4	0	0	2	0	0	0
Efna5	1	1	3	1	1	8
Efnb1	3	14	5	3	1	4
Efnb2	0	4	2	1	7	2
Efnb3	1	1	1	2	0	1
Efr3a	488	555	671	329	501	238
Efr3b	3	9	7	1	3	5
Efs	0	0	0	0	0	0
Eftud2	290	357	383	173	243	125
Egf	9	8	9	4	3	16
Egfem1	43	49	82	154	61	49
Egfl6	0	1	3	0	0	1
Egfl7	2	4	2	1	0	1
Egfl8	6	8	8	4	4	3
Egflam	1	1	2	0	0	3
Egfr	5	1	4	0	1	6
Egln1	28	34	28	15	18	26
Egln2	147	189	182	66	141	108
Egln3	0	0	0	3	0	5
Egr1	177	344	1482	36	129	42
Egr2	573	589	1850	223	555	279
Egr3	0	2	15	0	0	0
Egr4	0	0	0	0	0	0
Ehbp1	61	79	59	18	44	29
Ehbp1l1	719	923	979	359	550	441
Ehd1	20	40	49	16	12	7
Ehd2	24	22	17	7	24	1
Ehd3	1	2	0	1	0	1
Ehd4	374	399	466	172	351	183
Ehf	1	1	3	0	2	4
Ehhadh	136	177	145	97	118	74
Ehmt1	198	215	267	101	165	128
Ehmt2	165	238	211	105	141	142
Ei24	70	92	77	44	80	53
Eid1	12	22	36	7	17	32
Eid2	1	3	2	2	0	1
Eid2b	27	40	36	7	25	30
Eid3	5	6	21	2	5	4
Eif1	373	723	623	253	366	282
Eif1a	709	769	948	446	635	466
Eif1ad	128	183	163	63	106	119
Eif1ax	262	277	237	160	163	167
Eif1b	130	279	204	81	106	110
Eif2a	370	517	475	210	325	169
Eif2ak1	216	240	403	147	184	120
Eif2ak2	92	98	114	67	114	47
Eif2ak3	53	70	83	41	48	68
Eif2ak4	129	184	195	100	138	91
Eif2b1	137	172	202	87	106	97
Eif2b2	134	212	159	84	109	71
Eif2b3	87	143	148	60	103	63
Eif2b4	71	93	65	30	49	44
Eif2b5	48	138	109	61	89	46
Eif2d	135	174	183	77	107	59
Eif2s1	361	467	497	205	313	167
Eif2s2	136	198	156	99	95	106
Eif2s3x	36	35	30	17	20	10
Eif2s3y	436	528	635	263	352	275
Eif3a	1075	1274	1438	593	954	597
Eif3b	80	133	176	67	69	163
Eif3c	949	1078	1021	538	759	415
Eif3d	170	215	218	65	134	97
Eif3e	622	927	938	402	582	313
Eif3f	1201	1976	1646	678	1184	769
Eif3g	202	360	329	110	205	172
Eif3h	642	1034	882	374	540	402
Eif3i	393	642	542	201	361	246
Eif3j1	20	44	36	24	29	21
Eif3j2	7	22	16	5	18	7
Eif3k	532	944	749	357	440	491
Eif3l	772	1135	1054	510	728	379
Eif3m	268	430	416	150	242	213
Eif4a1	262	372	492	151	248	169
Eif4a2	755	960	1018	364	644	363
Eif4a3	419	669	635	244	417	295
Eif4b	1256	1490	1632	604	1070	558
Eif4e	144	188	222	98	183	109
Eif4e1b	0	1	0	0	0	0
Eif4e2	218	306	315	145	233	163
Eif4e3	12	18	28	13	18	12
Eif4ebp1	259	419	304	134	205	117
Eif4ebp2	80	110	78	34	74	100
Eif4ebp3	1	2	2	1	0	3
Eif4enif1	95	96	92	54	64	65
Eif4g1	299	415	495	201	322	279
Eif4g2	1702	1910	2252	1047	1491	1257
Eif4g3	115	184	198	84	108	154
Eif4h	1030	1421	1388	682	1007	627
Eif5	780	1018	1065	481	641	502
Eif5a	2534	4229	3400	1683	2202	1620
Eif5a2	53	45	64	26	46	33
Eif5b	276	414	404	167	249	246
Eif6	287	410	403	175	231	251
Eipr1	85	170	159	66	80	78
Elac1	80	102	127	38	126	52
Elac2	176	195	206	76	146	77
Elane	0	0	0	0	0	0
Elavl1	543	656	748	263	450	247
Elavl2	2	2	4	1	1	5
Elavl3	3	8	3	0	1	1
Elavl4	1	0	3	0	1	5
Elf1	359	366	460	170	313	174
Elf2	176	238	216	80	208	140
Elf3	3	0	0	0	0	0
Elf4	252	384	374	168	246	201
Elf5	2	1	0	1	0	2
Elfn1	0	0	0	1	0	1
Elfn2	0	2	2	0	0	2
Elk1	83	97	114	31	85	57
Elk3	45	71	56	28	43	48
Elk4	137	145	198	75	112	66
Ell	155	229	178	75	129	78
Ell2	70	59	183	64	66	140
Ell3	0	0	0	0	0	0
Elmo1	454	582	709	256	390	202
Elmo2	813	903	956	368	787	338
Elmo3	21	7	11	5	15	14
Elmod1	0	2	0	1	2	3
Elmod2	125	96	179	82	96	56
Elmod3	37	40	43	22	20	11
Elmsan1	75	110	100	49	50	50
Eln	1	4	1	0	3	1
Eloa	390	564	569	186	400	200
Elob	111	243	168	64	92	79
Elobl	0	0	0	0	0	0
Eloc	195	317	284	115	185	190
Elof1	85	186	151	68	84	84
Elovl1	692	836	889	476	563	328
Elovl2	3	2	1	0	2	3
Elovl3	1	0	0	0	0	0
Elovl4	1	2	2	5	0	3
Elovl5	872	949	989	357	751	346
Elovl6	63	66	69	21	50	29
Elovl7	1	3	4	0	1	4
Elp2	331	415	493	169	330	149
Elp3	85	98	128	41	82	60
Elp4	39	54	77	20	52	20
Elp5	159	262	236	75	132	104
Elp6	18	36	21	14	15	23
Emb	443	517	945	501	485	380
Emc1	238	263	270	131	184	101
Emc10	86	321	249	87	171	110
Emc2	455	631	639	277	396	290
Emc3	324	434	459	226	283	177
Emc4	204	265	258	84	160	112
Emc6	271	454	415	191	294	303
Emc7	527	771	709	294	492	295
Emc8	194	250	302	138	165	154
Emc9	32	60	47	25	34	47
Emcn	3	2	0	2	0	5
Emd	30	43	42	15	34	26
Eme1	11	12	6	6	11	4
Eme2	23	25	20	12	16	6
Emg1	282	351	341	137	230	204
Emid1	0	0	0	0	0	3
Emilin1	476	502	671	370	379	249
Emilin2	337	338	456	106	275	84
Emilin3	1	0	1	1	1	0
Eml1	3	1	2	1	3	1
Eml2	63	75	51	31	51	36
Eml3	158	221	208	112	145	84
Eml4	68	93	92	39	73	49
Eml5	12	26	19	11	10	6
Eml6	30	44	29	20	30	26
Emp1	76	156	114	38	75	31
Emp2	8	2	1	1	5	1
Emp3	471	656	475	190	382	244
Emsy	193	230	167	62	139	110
Emx1	2	1	0	0	0	0
Emx2	0	0	0	0	1	0
En1	0	0	0	0	0	0
En2	0	0	1	0	0	1
Enah	15	13	19	4	5	9
Enam	1	1	4	3	1	2
Enc1	46	76	52	17	63	47
Endod1	91	89	119	24	76	13
Endog	0	5	0	1	5	0
Endou	0	1	0	0	0	1
Endov	45	68	40	22	45	37
Eng	4	9	12	3	20	2
Engase	31	43	25	15	27	46
Enho	2	7	5	3	1	4
Enkd1	10	6	13	5	7	6
Enkur	9	21	12	3	6	4
Eno1	437	695	724	483	347	334
Eno1b	23	33	41	30	23	7
Eno2	0	4	0	0	0	1
Eno3	13	31	21	9	11	16
Eno4	4	15	3	7	4	6
Enoph1	363	401	491	145	333	174
Enox1	0	2	3	3	3	5
Enox2	63	86	106	49	51	57
Enpep	2	3	4	4	0	6
Enpp1	447	400	639	282	332	228
Enpp2	5	2	7	3	3	8
Enpp3	3	5	7	4	2	4
Enpp4	21	54	71	71	47	36
Enpp5	2	23	26	31	16	19
Enpp6	2	10	1	1	6	0
Enpp7	0	0	0	0	0	0
Ensa	382	505	575	194	357	201
Enthd1	2	1	0	0	1	1
Entpd1	431	424	654	148	380	93
Entpd2	0	0	0	1	0	0
Entpd3	1	0	2	0	1	2
Entpd4	0	0	0	0	0	0
Entpd4b	0	0	0	0	0	0
Entpd5	67	73	95	36	44	33
Entpd6	87	87	133	33	81	50
Entpd7	57	51	68	36	39	36
Entpd8	1	1	0	0	3	0
Eny2	80	104	113	50	70	105
Eogt	62	60	42	25	48	31
Eomes	0	3	1	0	1	0
Ep300	265	406	377	165	254	197
Ep400	250	353	320	131	204	188
Epas1	42	45	81	91	26	114
Epb41	203	190	238	97	161	108
Epb41l1	144	210	230	74	160	79
Epb41l2	710	815	973	354	594	357
Epb41l3	4	5	0	0	1	9
Epb41l4a	1	1	1	0	1	2
Epb41l4b	2	7	2	1	1	6
Epb41l5	16	21	23	10	21	22
Epb42	3	1	0	1	5	2
Epc1	98	106	90	58	83	53
Epc2	63	64	83	38	48	58
Epcam	649	862	1015	96	884	168
Epdr1	1	0	2	1	0	2
Epg5	67	80	107	55	71	60
Epgn	3	1	1	0	2	0
Epha1	9	19	7	1	7	8
Epha10	0	3	2	0	3	1
Epha2	1	0	0	0	0	0
Epha3	4	2	8	2	8	5
Epha4	3	0	4	0	1	5
Epha5	14	15	6	4	6	3
Epha6	2	0	4	0	3	4
Epha7	2	4	1	3	1	2
Epha8	1	3	1	0	1	0
Ephb1	5	1	6	1	6	6
Ephb2	2	5	1	1	1	1
Ephb3	0	1	0	0	0	4
Ephb4	1	1	0	0	0	0
Ephb6	0	1	0	1	0	2
Ephx1	12	30	31	15	25	20
Ephx2	2	4	10	2	1	16
Ephx3	6	4	2	1	0	2
Ephx4	0	0	0	0	0	0
Epm2a	9	7	13	8	13	11
Epm2aip1	95	89	118	74	85	78
Epn1	84	122	115	58	79	84
Epn2	5	0	1	0	2	3
Epn3	0	1	0	0	0	0
Epo	0	0	0	3	0	0
Epop	0	2	0	0	0	0
Epor	5	21	23	52	13	24
Epp13	2	0	0	1	0	0
Eppin	1	0	0	0	0	0
Eprs	521	602	731	273	460	271
Eps15	393	366	494	205	352	179
Eps15l1	240	344	314	128	238	159
Eps8	357	235	270	165	166	180
Eps8l1	11	3	8	3	9	7
Eps8l2	0	0	1	0	1	0
Eps8l3	1	0	0	0	0	0
Epsti1	24	39	78	22	41	35
Epx	1	0	1	0	1	3
Epyc	1	1	1	0	0	1
Eqtn	3	0	1	0	1	0
Eral1	74	146	119	51	84	44
Erap1	465	501	630	247	544	188
Eras	0	0	0	0	0	0
Erbb2	11	15	14	8	14	9
Erbb3	7	26	27	7	7	5
Erbb4	9	4	4	3	5	5
Erbin	254	273	335	172	209	219
Erc1	71	55	93	28	49	53
Erc2	48	114	70	38	52	33
Ercc1	63	75	56	16	48	23
Ercc2	32	38	31	13	25	9
Ercc3	125	148	199	76	87	46
Ercc4	110	135	116	69	91	54
Ercc5	93	67	95	30	73	47
Ercc6	58	60	74	40	50	64
Ercc6l	28	23	15	23	25	17
Ercc6l2	54	64	73	54	53	60
Ercc8	44	44	38	27	29	24
Ereg	10	1	77	2	9	7
Erf	2	9	8	0	2	4
Erfe	3	7	1	2	5	2
Erg	0	0	3	0	1	3
Erg28	108	141	124	61	93	123
Ergic1	140	203	242	150	176	102
Ergic2	177	264	251	121	126	76
Ergic3	429	821	698	301	384	284
Erh	47	93	73	33	43	35
Eri1	362	418	512	170	317	162
Eri2	29	14	30	13	23	11
Eri3	120	139	198	86	102	79
Erich1	29	57	57	14	34	14
Erich2	1	0	1	0	0	1
Erich3	2	1	6	0	2	4
Erich4	0	1	0	0	0	0
Erich5	0	1	2	0	0	2
Erich6	0	0	2	0	0	0
Erich6b	1	1	0	0	0	1
Erlec1	45	52	45	40	33	83
Erlin1	164	173	190	56	90	107
Erlin2	259	327	301	149	208	119
Ermap	0	1	10	1	1	2
Ermard	31	31	23	14	18	20
Ermn	0	1	0	0	0	3
Ermp1	254	448	638	343	360	194
Ern1	74	115	107	75	59	57
Ern2	0	2	4	0	0	4
Ero1l	158	227	346	99	187	89
Ero1lb	120	123	209	72	108	85
Erp27	2	2	1	0	1	2
Erp29	760	1180	994	437	589	660
Erp44	518	596	696	262	494	321
Errfi1	64	79	110	43	50	17
Erv3	1	0	2	0	2	1
Esam	2	2	1	0	0	0
Esco1	211	266	307	113	202	124
Esco2	44	31	28	24	27	36
Esd	246	565	490	341	269	350
Esf1	106	134	107	29	82	54
Esm1	0	2	1	0	0	0
Esp1	0	0	0	0	0	2
Esp15	0	1	1	0	0	1
Esp16	1	0	0	0	1	0
Esp18	0	0	0	0	0	1
Esp23	0	0	1	0	0	1
Esp24	0	0	1	0	0	0
Esp3	1	1	0	0	1	0
Esp31	0	1	0	0	0	0
Esp34	0	0	0	0	0	3
Esp36	5	3	1	1	3	1
Esp38	0	0	0	0	0	0
Esp4	1	0	2	0	0	2
Esp6	1	0	1	0	0	0
Esp8	0	0	0	0	0	0
Espl1	28	39	54	10	59	33
Espn	15	18	9	4	17	5
Espnl	4	0	2	0	0	0
Esr1	5	1	6	2	0	7
Esr2	0	1	4	0	2	2
Esrp1	2	3	1	0	1	3
Esrp2	4	1	5	1	1	1
Esrra	25	49	36	9	30	33
Esrrb	0	0	3	0	0	2
Esrrg	3	9	11	0	8	8
Esx1	0	0	0	0	0	0
Esyt1	873	1451	1615	615	1152	472
Esyt2	175	217	203	126	125	185
Esyt3	1	2	4	1	0	2
Etaa1	21	37	52	17	23	16
Etd	0	1	0	0	0	0
Etf1	308	435	508	219	324	231
Etfa	517	893	816	396	552	353
Etfb	51	98	83	38	71	56
Etfbkmt	21	31	21	16	36	15
Etfdh	297	304	400	164	221	149
Etfrf1	118	165	177	79	86	90
Ethe1	30	65	53	37	38	45
Etl4	8	2	7	2	4	13
Etnk1	63	106	122	45	63	92
Etnk2	0	0	3	0	0	1
Etnppl	7	2	3	1	4	0
Ets1	9	5	11	0	3	2
Ets2	121	142	585	59	122	79
Etv1	4	4	4	1	1	8
Etv2	0	0	0	0	0	0
Etv3	49	74	67	36	48	35
Etv4	0	1	1	0	2	0
Etv5	8	2	1	3	1	4
Etv6	154	147	212	71	118	90
Eva1a	0	1	0	0	0	2
Eva1b	57	121	117	36	51	47
Eva1c	2	2	0	0	1	2
Evc	1	1	2	1	0	1
Evc2	2	2	0	0	2	5
Evi2	52	42	54	26	38	20
Evi2a	273	320	368	182	279	167
Evi2b	0	0	0	0	0	0
Evi5	75	112	134	48	120	64
Evi5l	54	48	52	22	26	28
Evl	222	267	167	66	148	92
Evpl	0	1	3	0	2	1
Evx1	0	0	0	0	0	0
Evx2	0	0	7	0	0	4
Ewsr1	599	819	877	376	549	301
Exd1	11	8	6	2	11	5
Exd2	90	124	116	47	88	46
Exo1	11	28	18	10	2	17
Exo5	66	94	96	29	53	48
Exoc1	283	384	462	190	310	143
Exoc2	364	320	533	177	311	150
Exoc3	420	421	518	168	350	206
Exoc3l	3	0	0	0	3	0
Exoc3l2	0	0	0	0	1	0
Exoc3l4	5	1	3	3	0	0
Exoc4	326	375	448	182	279	188
Exoc5	421	437	656	307	401	304
Exoc6	152	207	259	132	157	69
Exoc6b	186	173	162	53	103	76
Exoc7	229	290	338	135	172	85
Exoc8	53	37	52	13	30	47
Exog	38	76	73	26	40	26
Exosc1	71	99	85	35	61	36
Exosc10	149	265	302	87	147	93
Exosc2	45	60	87	20	43	53
Exosc3	104	153	121	39	85	99
Exosc4	94	157	115	72	72	43
Exosc5	130	271	177	86	149	125
Exosc6	0	0	0	0	0	0
Exosc7	122	152	154	47	123	86
Exosc8	143	218	167	54	118	92
Exosc9	92	141	133	75	117	50
Exph5	2	7	2	1	9	2
Ext1	39	64	48	47	34	47
Ext2	365	492	512	227	347	137
Extl1	1	1	0	0	0	0
Extl2	80	89	151	60	100	45
Extl3	120	148	178	108	134	96
Eya1	4	1	1	1	2	0
Eya2	0	0	1	1	1	0
Eya3	91	140	144	70	83	61
Eya4	0	5	3	0	2	4
Ezh1	188	247	235	93	171	88
Ezh2	50	74	66	27	63	53
Ezr	2106	2639	2335	682	1884	603
F10	627	746	850	326	558	345
F11	1	0	1	0	0	0
F11r	1070	1405	1391	588	1036	668
F12	0	0	1	0	0	3
F13a1	12	1	4	20	0	5
F13b	2	0	2	0	1	1
F2	0	5	0	1	2	1
F2r	3	0	0	0	0	2
F2rl1	0	0	0	0	0	0
F2rl2	3	3	5	0	3	1
F2rl3	1	0	0	1	0	1
F3	0	1	2	1	0	0
F5	5	3	2	4	1	4
F7	2347	2736	3207	1342	1889	1298
F8	3	5	3	3	3	7
F830016B08Rik	0	1	2	0	4	0
F830045P16Rik	0	4	1	1	0	0
F8a	38	61	52	17	43	29
F9	28	12	15	4	18	3
F930015N05Rik	0	0	0	0	0	0
Fa2h	0	0	0	0	0	1
Faah	4	0	0	0	2	3
Faap100	152	169	122	49	106	41
Faap20	28	52	64	23	49	40
Faap24	36	65	57	19	49	17
Fabp1	1048	2369	894	98	556	181
Fabp12	0	0	1	0	0	2
Fabp2	1	2	2	0	0	0
Fabp3	0	0	0	0	1	0
Fabp4	101	221	258	164	120	187
Fabp5	396	579	695	463	317	483
Fabp6	0	0	0	0	0	0
Fabp7	1	0	0	5	0	2
Fabp9	0	0	0	0	0	1
Fadd	59	61	37	22	50	25
Fads1	37	26	63	43	13	44
Fads2	5	3	3	1	2	2
Fads3	7	8	14	1	6	7
Fads6	4	3	1	0	0	0
Faf1	58	161	185	65	91	57
Faf2	209	268	273	112	193	117
Fah	4	10	7	6	3	4
Fahd1	15	26	25	12	15	23
Fahd2a	35	69	38	28	42	23
Faim	252	307	295	132	200	176
Faim2	0	1	2	0	0	0
Faiml	0	0	1	1	0	1
Fam102a	39	38	37	18	21	20
Fam102b	86	95	80	30	99	40
Fam103a1	119	126	136	81	84	68
Fam104a	61	93	96	32	79	52
Fam105a	871	2136	2322	780	1497	854
Fam107a	1	1	1	0	0	0
Fam107b	835	911	988	256	742	247
Fam109a	27	35	24	11	41	16
Fam109b	7	5	11	3	3	3
Fam110a	30	46	33	13	27	9
Fam110b	13	14	29	17	11	14
Fam110c	0	0	0	4	0	0
Fam111a	501	522	531	220	448	240
Fam114a1	46	54	45	16	27	33
Fam114a2	229	280	296	101	184	110
Fam117a	0	0	1	1	0	3
Fam117b	111	137	178	64	104	56
Fam118a	28	39	54	33	25	29
Fam118b	382	582	499	146	374	177
Fam120a	359	416	501	222	317	377
Fam120b	188	255	285	94	168	60
Fam120c	25	29	46	12	21	9
Fam122a	4	6	5	1	7	3
Fam122b	278	177	501	141	202	171
Fam122c	1	0	1	0	0	0
Fam124a	1	2	0	1	2	1
Fam124b	0	0	0	0	0	0
Fam126a	289	285	410	177	242	199
Fam126b	79	57	97	44	67	62
Fam129a	2315	2527	2399	706	1961	524
Fam129b	642	674	952	392	616	337
Fam129c	10	16	8	4	3	0
Fam131a	18	33	29	8	28	10
Fam131b	0	2	1	0	0	0
Fam131c	0	0	1	0	0	0
Fam133b	42	57	59	44	35	39
Fam134b	100	154	184	94	99	164
Fam135a	76	84	65	29	51	33
Fam135b	0	2	7	1	0	3
Fam136a	113	149	143	56	104	75
Fam13a	2	8	9	2	1	11
Fam13b	168	222	193	51	149	52
Fam13c	2	1	0	0	0	1
Fam149a	3	8	8	1	4	6
Fam149b	49	58	52	23	36	24
Fam151a	0	1	4	0	0	0
Fam151b	0	1	5	1	2	5
Fam155a	8	1	3	0	1	3
Fam159a	0	0	0	1	0	0
Fam159b	0	3	0	0	0	0
Fam160a1	2	7	1	0	1	2
Fam160a2	58	82	93	31	48	34
Fam160b1	49	104	80	36	58	87
Fam160b2	96	165	180	50	124	84
Fam161a	8	29	15	4	7	12
Fam161b	5	3	7	2	8	3
Fam162a	120	179	157	42	111	97
Fam162b	1	0	0	0	0	0
Fam163a	1	3	1	0	0	3
Fam163b	0	0	0	0	2	0
Fam166a	0	2	1	1	0	0
Fam166b	0	0	0	0	0	1
Fam167a	6	10	4	3	6	1
Fam167b	1	0	0	0	0	0
Fam168a	241	330	403	163	212	183
Fam168b	378	540	554	261	353	380
Fam169a	0	4	2	3	0	2
Fam169b	0	2	5	2	2	5
Fam170a	0	1	0	0	1	0
Fam170b	0	1	6	0	0	1
Fam171a1	24	15	20	13	16	15
Fam171a2	1	0	1	0	0	1
Fam171b	2	0	4	0	2	0
Fam172a	213	291	371	149	231	113
Fam173a	116	196	178	97	85	112
Fam173b	53	79	65	30	45	44
Fam174a	325	542	534	228	436	318
Fam174b	1	0	0	1	1	0
Fam178b	0	1	1	0	1	1
Fam180a	1	0	3	1	0	2
Fam181a	0	0	2	0	0	0
Fam181b	1	5	0	0	1	2
Fam183b	0	0	0	0	0	0
Fam184a	1	7	4	1	1	6
Fam184b	3	4	1	1	0	3
Fam185a	16	16	27	4	6	4
Fam186a	1	3	0	0	1	3
Fam186b	1	0	1	0	0	1
Fam187a	0	0	0	0	0	0
Fam187b	27	40	28	14	28	21
Fam189a1	2	5	0	0	1	4
Fam189a2	43	57	27	16	32	50
Fam189b	0	12	4	1	4	5
Fam192a	161	188	215	69	126	123
Fam193a	48	83	79	41	82	65
Fam193b	68	128	81	36	76	86
