	Mo.Ly6C+.Bl#1	Mo.Ly6C+.Bl#2	Mo.Ly6C+.Bl#3	Mo.Ly6C+.Bl.KPd17#1	Mo.Ly6C+.Bl.KPd17#2	Mo.Ly6C+.Bl.KPd17#3	Mo.Ly6C+.Bl.KPd28#1	Mo.Ly6C+.Bl.KPd28#2	Mo.Ly6C+.Bl.KPd28#3
1700034J05Rik	0	0	0	1	3	0	0	0	8
1700037C18Rik	156	58	100	27	46	31	0	179	54
1700037H04Rik	81	32	154	26	16	16	0	80	99
1700040F15Rik	0	0	0	0	0	0	0	0	0
1700042G07Rik	0	0	0	0	0	0	0	0	0
1700047I17Rik1	0	0	0	0	0	0	0	0	0
1700047I17Rik2	0	0	0	0	0	0	0	0	0
1700049E17Rik1	0	0	0	0	0	0	0	0	0
1700049E17Rik2	0	0	0	0	0	0	0	0	0
1700056E22Rik	4	0	3	0	3	0	0	3	1
1700057G04Rik	3	1	1	3	1	1	0	0	5
1700061G19Rik	16	9	22	9	16	2	0	10	16
1700064H15Rik	5	1	7	1	1	2	0	4	1
1700066B19Rik	1	1	4	0	3	0	0	1	8
1700066M21Rik	156	58	75	55	128	49	0	132	116
1700067K01Rik	12	8	8	3	5	1	0	5	14
1700067P10Rik	1	0	0	0	0	0	0	0	0
1700069L16Rik	2	1	0	0	0	0	0	0	0
1700074P13Rik	13	4	1	0	1	1	0	0	4
1700080E11Rik	0	0	0	0	0	0	0	0	1
1700080O16Rik	2	1	0	0	4	1	0	1	2
1700084M14Rik	0	0	0	0	0	0	0	0	0
1700086D15Rik	0	2	0	0	0	0	0	0	1
1700088E04Rik	1	1	6	0	3	0	0	2	9
1700092M07Rik	0	0	0	0	0	0	0	0	0
1700093K21Rik	5	0	11	0	9	2	0	7	0
1700102P08Rik	16	3	9	3	10	1	0	5	10
1700109H08Rik	67	13	44	13	57	20	0	70	42
1700113H08Rik	1	2	0	0	0	0	0	0	3
1700122O11Rik	2	3	0	1	1	0	0	0	1
1700123K08Rik	1	3	0	1	7	0	0	0	6
1700123L14Rik	1	0	1	0	0	0	0	0	0
1700123O20Rik	326	123	272	73	161	50	0	285	254
1700125H20Rik	3	4	1	0	1	0	0	6	0
1700129C05Rik	0	2	1	0	1	1	0	0	2
1810009A15Rik	2	2	2	0	1	0	0	4	1
1810009J06Rik	0	0	0	0	0	0	0	0	1
1810010D01Rik	0	0	0	0	13	1	0	3	6
1810010H24Rik	17	0	5	0	7	2	0	3	2
1810011H11Rik	33	7	22	7	19	2	0	12	314
1810013L24Rik	375	100	374	130	303	71	0	273	303
1810022K09Rik	145	87	177	65	95	41	0	226	200
1810024B03Rik	27	7	7	5	10	4	0	5	8
1810030O07Rik	547	238	474	125	361	138	0	424	439
1810032O08Rik	30	17	30	3	12	10	0	35	21
1810037I17Rik	209	68	205	54	114	34	0	199	218
1810041L15Rik	0	2	0	6	2	0	0	3	1
1810043G02Rik	140	74	225	38	48	24	1	231	124
1810046K07Rik	2	2	3	0	0	0	0	0	3
1810049J17Rik	0	0	0	0	0	0	0	0	0
1810055G02Rik	58	19	49	5	14	3	0	57	33
1810062G17Rik	7	3	1	3	2	5	0	0	4
1810065E05Rik	0	1	3	1	0	0	0	0	2
2010003K11Rik	0	0	1	0	0	0	0	0	0
2010005H15Rik	0	2	1	0	2	0	0	2	0
2010106E10Rik	1	2	4	0	0	0	0	2	1
2010107E04Rik	455	172	459	166	222	73	0	376	438
2010109A12Rik	3	1	7	1	4	2	0	3	3
2010109I03Rik	5	1	7	1	5	7	0	6	5
2010111I01Rik	233	82	201	32	117	49	0	229	502
2010300C02Rik	1	0	2	1	1	0	0	0	4
2010315B03Rik	11	3	11	4	3	4	0	11	9
2200002D01Rik	2	2	3	1	3	0	0	2	4
2200002J24Rik	1	0	0	0	1	1	0	0	3
2210010C04Rik	1	2	2	0	2	1	0	4	11
2210011C24Rik	3	3	5	1	3	0	0	0	6
2210016F16Rik	650	230	397	135	330	78	0	420	431
2210016L21Rik	173	55	120	37	62	21	0	112	113
2210017I01Rik	0	1	0	1	0	0	0	1	0
2210407C18Rik	2	0	1	0	7	0	0	0	0
2210408I21Rik	22	4	5	9	20	6	0	30	36
2210418O10Rik	0	0	0	0	0	0	0	0	1
2300002M23Rik	1	1	0	0	0	0	0	0	4
2300003K06Rik	0	2	0	0	0	0	0	0	2
2300009A05Rik	13	8	13	6	24	2	0	12	21
2310002L09Rik	1	2	1	1	0	2	0	12	3
2310003L06Rik	1	0	0	1	0	0	0	5	5
2310007B03Rik	7	1	1	0	6	0	0	5	3
2310009B15Rik	64	41	84	28	33	19	0	105	21
2310011J03Rik	413	156	258	84	246	62	0	443	206
2310022A10Rik	435	150	314	83	61	71	0	371	228
2310022B05Rik	76	38	85	11	18	8	0	55	27
2310030G06Rik	3	2	4	1	4	0	0	3	1
2310033P09Rik	37	24	39	11	44	6	0	54	65
2310034C09Rik	0	0	0	0	0	0	0	1	3
2310034G01Rik	5	2	3	1	6	3	0	5	8
2310035C23Rik	746	429	773	273	520	192	0	976	612
2310039H08Rik	35	18	48	11	16	7	0	70	37
2310046K23Rik	1	0	0	0	0	0	0	0	0
2310050C09Rik	0	3	0	0	0	0	0	1	0
2310057J18Rik	0	4	0	1	1	3	0	4	2
2310057M21Rik	112	37	46	21	24	20	0	60	86
2310057N15Rik	0	1	0	0	0	0	0	0	0
2310061I04Rik	139	68	108	32	47	29	0	89	49
2310061N02Rik	0	1	5	2	5	0	0	0	5
2310079G19Rik	0	0	0	1	3	0	0	1	2
2410002F23Rik	122	45	105	40	164	36	0	261	212
2410004B18Rik	193	96	166	49	111	43	0	152	169
2410004P03Rik	28	2	47	1	5	9	0	8	3
2410015M20Rik	215	84	210	64	101	34	0	219	229
2410089E03Rik	156	71	105	38	48	44	0	169	161
2410131K14Rik	177	48	82	36	26	13	0	91	91
2410137M14Rik	0	0	1	3	3	0	0	1	2
2410141K09Rik	0	0	0	0	0	0	0	0	0
2510002D24Rik	40	23	19	8	41	11	0	23	52
2510009E07Rik	35	23	40	16	14	5	0	75	256
2510039O18Rik	130	62	82	23	33	15	0	81	93
2610001J05Rik	332	137	275	76	138	55	0	355	413
2610002M06Rik	207	128	202	84	101	37	0	190	202
2610008E11Rik	172	78	103	38	81	29	0	95	94
2610021A01Rik	121	43	38	34	51	17	0	49	89
2610028H24Rik	3	0	0	0	1	0	0	0	2
2610042L04Rik	1	0	0	0	0	0	0	0	4
2610044O15Rik8	130	36	85	43	87	18	0	101	66
2610301B20Rik	119	35	92	29	38	20	0	62	77
2610318N02Rik	2	0	2	12	0	1	0	0	11
2610507B11Rik	1080	444	734	242	507	169	0	880	918
2610524H06Rik	28	17	37	8	4	11	0	36	26
2610528A11Rik	22	7	3	7	5	0	0	7	8
2610528J11Rik	0	0	0	0	0	0	0	0	0
2700049A03Rik	92	47	99	42	91	22	0	73	85
2700062C07Rik	45	17	27	19	32	4	0	42	40
2700081O15Rik	5	2	5	0	4	0	0	11	5
2700097O09Rik	42	44	45	16	105	9	0	52	119
2810004N23Rik	226	86	156	42	140	56	0	167	201
2810006K23Rik	61	17	20	13	56	11	0	24	32
2810021J22Rik	126	28	45	17	47	16	0	59	60
2810403A07Rik	510	193	651	257	512	151	0	482	555
2810408A11Rik	6	0	2	0	6	0	0	0	4
2810459M11Rik	2	1	12	1	6	0	0	1	8
2810474O19Rik	1249	513	1498	425	1110	264	0	1586	1040
2900011O08Rik	3	2	0	1	8	1	0	2	4
2900026A02Rik	15	3	3	3	245	5	0	10	283
2900055J20Rik	4	1	0	0	0	0	0	0	0
2900092C05Rik	0	0	2	3	0	0	0	0	1
3100002H09Rik	3	0	0	2	0	0	0	1	2
3110001I22Rik	30	24	72	32	53	10	0	63	74
3110002H16Rik	556	208	357	89	197	76	0	377	411
3110009E18Rik	18	15	19	5	8	3	0	15	8
3110018I06Rik	0	1	2	0	0	0	0	0	0
3110021N24Rik	9	2	11	2	10	0	0	11	5
3110035E14Rik	0	2	0	0	3	0	0	0	16
3110040M04Rik	0	0	0	0	0	0	0	0	0
3110040N11Rik	67	40	54	21	72	10	0	76	58
3110043O21Rik	550	130	332	160	275	63	0	384	514
3110062M04Rik	37	4	29	6	19	9	0	21	27
3110070M22Rik	0	3	0	0	0	0	0	0	2
3110079O15Rik	1	1	0	0	0	0	0	0	1
3110082I17Rik	509	168	341	96	301	88	0	456	246
3110082J24Rik	0	3	0	0	0	0	0	0	1
3300002I08Rik	29	12	21	4	34	9	0	16	49
3425401B19Rik	2	1	0	0	0	0	0	0	6
3632451O06Rik	8	9	8	5	21	1	0	7	8
3830403N18Rik	0	8	9	9	6	9	0	0	7
3830406C13Rik	291	126	232	88	123	61	0	156	235
3830417A13Rik	1	3	0	0	5	0	0	4	1
4430402I18Rik	2	3	4	1	1	1	0	1	2
4833420G17Rik	672	283	600	171	514	141	0	453	622
4833423E24Rik	3	0	1	1	0	0	0	2	6
4833427G06Rik	0	0	0	0	1	0	0	2	0
4833439L19Rik	673	291	575	172	337	127	0	607	489
4921501E09Rik	1	5	9	2	16	3	0	11	3
4921504E06Rik	5	3	5	0	7	0	0	2	4
4921507P07Rik	8	5	2	3	11	0	0	0	2
4921509C19Rik	1	2	0	0	0	0	0	0	0
4921511C20Rik	1	0	0	0	3	0	0	0	1
4921511M17Rik	0	0	0	0	0	0	0	0	0
4921517D22Rik	1	0	0	0	3	1	0	1	2
4921524J17Rik	82	43	59	31	46	14	0	63	46
4921524L21Rik	1	1	2	1	0	2	0	2	4
4921530L21Rik	0	0	0	1	0	0	0	0	2
4921536K21Rik	1	2	11	4	0	0	0	4	1
4921539E11Rik	1	0	3	0	5	0	0	1	2
4922502D21Rik	5	3	0	1	2	3	0	0	2
4930402F06Rik	4	6	5	1	4	0	0	0	1
4930402H24Rik	189	93	176	46	64	37	0	158	219
4930402K13Rik	2	0	0	0	1	0	0	0	6
4930404H24Rik	0	0	0	0	0	0	0	2	0
4930404N11Rik	3	2	5	4	5	2	0	4	5
4930407I10Rik	0	0	0	3	6	1	0	0	1
4930412O13Rik	0	2	0	0	0	0	0	0	0
4930415L06Rik	0	0	1	2	0	0	0	0	0
4930415O20Rik	1	0	0	0	0	0	0	0	1
4930426L09Rik	4	7	3	3	4	0	0	21	1
4930430A15Rik	4	2	2	0	2	0	0	5	6
4930430F08Rik	33	12	38	7	31	3	0	16	46
4930432K21Rik	7	6	0	0	4	0	0	2	7
4930432M17Rik	0	3	1	0	0	0	0	2	1
4930433I11Rik	2	3	5	1	0	0	0	0	0
4930435E12Rik	3	3	1	0	0	0	0	1	0
4930438A08Rik	1	2	3	0	1	1	0	13	0
4930442H23Rik	1	0	0	0	0	0	0	0	0
4930444G20Rik	0	0	0	0	2	0	0	0	0
4930444P10Rik	2	1	0	0	0	4	0	1	3
4930447A16Rik	2	1	0	0	0	0	0	0	0
4930447C04Rik	15	4	1	6	7	0	0	4	4
4930447F04Rik	3	0	11	0	0	0	0	0	1
4930449I24Rik	0	0	0	0	0	0	0	0	0
4930451I11Rik	2	0	0	0	0	0	0	0	0
4930452B06Rik	9	4	3	1	10	4	0	2	2
4930453N24Rik	214	114	160	60	122	46	0	238	154
4930455H04Rik	0	0	4	0	0	0	0	1	1
4930467E23Rik	1	0	0	0	0	0	0	2	1
4930469K13Rik	56	24	45	15	50	13	0	37	26
4930470P17Rik	0	1	0	0	0	0	0	3	3
4930474N05Rik	3	5	2	2	3	0	0	2	0
4930480E11Rik	1	0	0	0	2	0	0	1	4
4930486L24Rik	1	0	0	0	0	0	0	0	0
4930502E18Rik	0	0	5	1	1	0	0	0	2
4930503B20Rik	0	0	0	0	0	0	0	0	0
4930503E14Rik	4	1	0	0	8	0	0	0	0
4930503L19Rik	95	57	87	37	74	17	0	66	241
4930504O13Rik	2	0	0	0	0	2	0	1	0
4930505A04Rik	2	5	1	0	5	0	0	1	1
4930507D05Rik	0	0	0	0	1	2	0	3	4
4930512M02Rik	1	0	1	0	8	1	0	5	2
4930513O06Rik	0	1	0	1	1	1	0	0	4
4930516K23Rik	12	2	0	0	3	0	0	9	0
4930518I15Rik	66	19	61	24	65	13	0	37	26
4930519G04Rik	6	5	0	0	3	2	0	2	0
4930519P11Rik	0	0	1	0	6	0	0	1	2
4930522H14Rik	0	2	1	4	2	0	0	0	2
4930522L14Rik	40	26	58	6	46	11	0	42	19
4930523C07Rik	686	367	862	277	435	237	0	491	408
4930524B15Rik	3	1	0	0	0	0	0	0	1
4930524J08Rik	3	1	2	0	2	0	0	7	0
4930524N10Rik	0	0	0	0	1	0	0	0	0
4930535I16Rik	0	0	0	0	0	0	0	0	0
4930539E08Rik	9	1	20	1	5	0	0	6	1
4930544D05Rik	2	0	0	0	0	0	0	0	0
4930544G11Rik	2	0	1	0	7	0	0	3	2
4930546C10Rik	0	0	2	0	1	2	0	0	1
4930548H24Rik	1	0	2	0	4	0	0	7	1
4930550C14Rik	1	2	9	5	5	2	0	2	7
4930550L24Rik	0	1	1	0	0	0	0	2	1
4930553J12Rik	1	0	0	0	3	0	0	0	5
4930553M12Rik	0	0	0	0	0	0	0	0	0
4930555G01Rik	1	0	0	0	0	0	0	0	0
4930556J24Rik	2	0	3	0	1	0	0	2	2
4930558C23Rik	0	0	1	1	3	0	0	0	0
4930558K02Rik	2	2	1	1	1	1	0	1	0
4930562C15Rik	15	5	10	5	12	3	0	6	8
4930563D23Rik	2	0	4	0	0	0	0	3	2
4930563M21Rik	5	5	3	0	2	0	0	6	0
4930564D02Rik	0	0	1	0	1	0	0	0	4
4930567H17Rik	0	0	1	0	0	0	0	0	0
4930568D16Rik	2	6	0	0	5	0	0	0	0
4930572O03Rik	1	0	2	0	2	0	0	0	1
4930578C19Rik	1	0	0	0	3	1	0	0	1
4930578G10Rik	0	0	0	0	0	0	0	0	0
4930578I06Rik	1	2	0	0	2	1	0	2	5
4930579F01Rik	1	4	1	0	1	0	0	1	9
4930579G24Rik	34	23	25	11	20	14	0	61	54
4930583I09Rik	0	0	1	0	0	0	0	0	0
4930590J08Rik	24	10	19	7	11	3	0	13	11
4930595D18Rik	19	7	7	8	21	3	0	7	10
4930595M18Rik	0	3	0	1	0	0	0	5	0
4930596D02Rik	0	1	0	0	1	0	0	0	2
4931400O07Rik	10	0	0	0	0	0	0	0	0
4931406B18Rik	1	2	1	1	0	0	0	1	1
4931406C07Rik	58	33	39	21	97	14	0	45	98
4931406P16Rik	149	75	127	56	138	35	0	134	199
4931408C20Rik	1	5	9	2	2	0	0	5	3
4931409K22Rik	1	4	0	4	8	0	0	1	6
4931414P19Rik	37	17	28	6	14	12	0	9	27
4931417E11Rik	0	0	0	2	0	0	0	0	0
4931422A03Rik	16	8	19	8	19	3	0	28	18
4931423N10Rik	1	1	0	1	3	0	0	3	1
4931428F04Rik	6	5	3	1	2	1	0	3	5
4931428L18Rik	0	0	0	2	0	0	0	0	0
4931429L15Rik	1	1	0	0	0	0	0	0	2
4931440F15Rik	13	5	19	8	7	0	0	9	12
4932411N23Rik	2	0	0	0	0	0	0	0	3
4932414N04Rik	13	13	10	1	13	0	0	5	8
4932415D10Rik	6	14	6	2	6	1	0	5	10
4932429P05Rik	0	0	0	1	1	0	0	1	7
4932438A13Rik	702	425	506	260	688	128	0	664	847
4932438H23Rik	7	1	1	1	1	2	0	2	4
4932443I19Rik	4	6	3	0	5	1	0	5	3
4933400A11Rik	0	0	0	0	1	0	0	0	0
4933402D24Rik	2	0	3	1	2	0	0	5	2
4933402E13Rik	8	3	0	0	0	0	0	0	1
4933402J07Rik	0	4	0	0	5	2	0	0	3
4933402N03Rik	4	1	1	0	2	0	0	0	2
4933402N22Rik	0	0	0	0	0	0	0	1	0
4933403O08Rik	0	1	0	0	0	0	0	0	0
4933405L10Rik	0	0	0	0	0	0	0	0	0
4933405O20Rik	0	0	0	0	0	0	0	0	1
4933406M09Rik	10	8	29	8	15	12	0	3	5
4933407L21Rik	2	0	0	0	4	0	0	0	0
4933408B17Rik	3	12	6	1	9	0	0	5	10
4933409G03Rik	6	2	0	3	4	0	0	1	6
4933411K16Rik	1	2	1	0	3	1	0	0	3
4933412E24Rik	2	1	0	1	1	0	0	0	1
4933413G19Rik	0	2	1	0	5	0	0	0	1
4933414I15Rik	2	0	0	3	1	0	0	3	3
4933415A04Rik	1	0	0	1	0	0	0	0	1
4933415F23Rik	2	0	2	0	9	0	0	1	1
4933416C03Rik	1	1	1	0	4	0	0	0	2
4933417A18Rik	0	1	2	0	0	0	0	2	0
4933421I07Rik	1	0	0	0	17	1	0	0	1
4933424G06Rik	2	1	1	0	2	2	0	0	4
4933425L06Rik	1	0	1	0	2	0	0	0	5
4933427D14Rik	64	18	56	10	42	14	0	62	64
4933427I04Rik	4	0	0	0	1	1	0	2	3
4933428G20Rik	6	4	12	1	12	0	0	7	3
4933428M09Rik	0	0	0	0	0	0	0	0	0
4933430I17Rik	1	1	2	2	4	0	0	1	4
4933434E20Rik	645	235	556	189	469	149	0	504	540
4933436I01Rik	0	0	0	1	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0	0	0	0
5031439G07Rik	1046	325	788	233	583	214	0	710	568
5330417C22Rik	0	4	10	0	9	3	0	1	5
5330417H12Rik	0	0	0	0	0	0	0	0	0
5430401F13Rik	0	0	0	0	1	0	0	0	1
5430402E10Rik	0	0	0	0	0	0	0	0	0
5430403G16Rik	27	30	35	9	14	6	0	12	17
5430419D17Rik	20	9	9	1	14	0	0	1	11
5430427O19Rik	514	233	300	156	531	115	0	327	596
5530400C23Rik	0	1	1	1	0	2	0	0	0
5530401A14Rik	0	3	0	2	4	2	0	1	1
5730409E04Rik	34	24	34	1	7	12	0	24	53
5730455P16Rik	154	48	131	32	70	32	0	215	81
5730480H06Rik	57	44	59	8	33	14	0	74	46
5730507C01Rik	0	1	0	1	2	0	0	0	1
5730522E02Rik	4	6	6	4	11	4	0	4	5
5730559C18Rik	1	1	1	0	0	0	0	0	3
5730596B20Rik	0	0	0	2	0	0	0	0	0
5830411N06Rik	1	14	3	2	10	1	0	6	13
5830473C10Rik	2	5	0	2	4	1	0	6	5
5930422O12Rik	3	0	3	1	4	1	0	0	2
6030408B16Rik	7	2	1	0	1	0	0	0	0
6030419C18Rik	0	0	0	0	0	0	0	0	0
6030445D17Rik	0	0	0	0	0	0	0	0	2
6030452D12Rik	0	0	0	0	1	0	0	0	0
6030458C11Rik	256	115	198	58	261	59	0	208	225
6030468B19Rik	1	2	0	1	1	0	0	0	0
6030498E09Rik	0	1	1	1	0	0	0	0	3
6330409D20Rik	4	5	4	0	4	0	0	4	5
6430531B16Rik	2	2	5	0	0	1	0	7	7
6430548M08Rik	981	327	794	153	759	120	0	569	447
6430550D23Rik	27	12	15	7	19	6	0	14	12
6430571L13Rik	2	0	1	2	2	0	0	3	0
6430573F11Rik	7	16	5	3	4	0	0	0	11
6430628N08Rik	2	0	1	0	0	0	0	0	1
6720489N17Rik	39	40	17	9	33	9	0	17	46
6820408C15Rik	2	1	1	0	2	1	0	0	5
7420426K07Rik	1	0	2	0	0	1	0	0	0
7420461P10Rik	1	2	0	4	1	0	0	0	0
7530416G11Rik	0	0	0	2	0	0	0	0	0
8030411F24Rik	0	1	0	0	1	0	0	0	0
8030423J24Rik	1	1	2	7	2	0	0	0	1
8030462N17Rik	25	51	34	29	55	7	0	60	54
8030474K03Rik	2	1	2	0	3	0	0	2	8
8430408G22Rik	92	33	96	18	47	11	0	39	33
9030612E09Rik	0	2	0	0	0	0	0	0	0
9030624G23Rik	0	0	1	0	0	0	0	1	0
9030624J02Rik	580	300	538	128	335	117	0	429	633
9130008F23Rik	24	6	36	20	47	4	0	10	47
9130011E15Rik	227	115	209	58	178	35	0	177	191
9130019O22Rik	37	16	22	4	12	8	0	36	9
9130023H24Rik	61	14	22	9	26	12	0	35	26
9130204L05Rik	0	1	0	2	3	0	0	0	0
9130213A22Rik	2	0	1	0	4	0	0	0	1
9130230L23Rik	14	11	5	9	4	2	0	3	12
9130401M01Rik	95	44	87	45	54	17	0	56	67
9130409I23Rik	1	8	0	2	2	0	0	0	4
9230102O04Rik	0	0	0	0	1	0	0	0	0
9230104L09Rik	3	0	2	2	5	0	0	0	0
9230110C19Rik	1	1	1	2	3	1	0	1	2
9230110F15Rik	5	1	3	0	4	0	0	2	0
9230112D13Rik	0	4	0	1	1	1	0	0	4
9230113P08Rik	1	0	3	0	0	0	0	0	4
9330159F19Rik	7	8	0	0	6	1	0	5	2
9330161L09Rik	4	8	4	1	3	2	0	1	9
9330182L06Rik	19	14	3	1	13	1	0	3	6
9330182O14Rik	1	0	6	0	7	0	0	2	2
9430007A20Rik	1	2	0	1	6	0	0	0	0
9430015G10Rik	102	30	36	18	83	22	0	85	112
9430038I01Rik	203	61	132	49	52	47	0	244	151
9430069I07Rik	0	0	0	0	2	1	0	0	6
9430097D07Rik	0	1	1	0	1	2	0	0	0
9530002B09Rik	2	0	0	1	2	0	0	1	2
9530003J23Rik	3	7	0	1	2	2	0	1	2
9530053A07Rik	13	10	4	6	20	2	0	1	12
9530068E07Rik	2301	866	1467	511	786	350	0	1574	1691
9530077C05Rik	13	22	4	2	0	0	0	37	15
9630041A04Rik	0	2	0	0	0	0	0	0	1
9830107B12Rik	33	8	10	4	6	3	0	15	2
9930012K11Rik	6	1	4	0	0	1	0	6	12
9930021J03Rik	124	93	158	52	110	29	0	87	130
9930022D16Rik	0	2	0	2	0	0	0	10	28
9930104L06Rik	131	56	77	38	108	14	0	143	105
9930111J21Rik1	451	182	298	97	136	97	0	239	165
9930111J21Rik2	525	256	479	150	211	122	0	266	186
A030003K21Rik	0	0	0	0	0	0	0	0	0
A030005K14Rik	1	0	2	0	3	0	0	2	0
A030005L19Rik	3	3	0	1	2	2	0	3	1
A030014E15Rik	0	0	0	0	0	0	0	0	0
A130010J15Rik	70	22	75	20	57	25	0	84	47
A1bg	8	7	6	0	6	0	0	4	8
A1cf	2	6	1	3	0	0	0	2	4
A230050P20Rik	46	15	34	8	21	4	0	18	70
A230072I06Rik	3	1	0	0	0	1	0	0	1
A26c2	6	1	0	1	0	0	0	0	0
A2m	13	15	2	3	14	5	0	6	12
A2ml1	11	18	3	1	13	1	0	3	11
A330070K13Rik	0	0	0	0	1	0	0	0	0
A3galt2	7	6	11	2	3	0	0	8	3
A430005L14Rik	97	58	102	26	67	11	0	119	99
A430033K04Rik	67	28	28	9	56	7	0	75	36
A430078G23Rik	397	156	539	92	295	54	0	200	167
A430089I19Rik	0	0	0	0	0	0	0	0	0
A430105I19Rik	18	7	3	8	0	0	0	15	13
A4galt	1	4	0	0	0	1	0	0	10
A4gnt	3	3	0	1	3	1	0	4	3
A530016L24Rik	1	0	0	0	4	0	0	0	3
A530032D15Rik	8	4	21	1	4	5	0	21	5
A530064D06Rik	304	99	206	48	102	62	0	110	120
A530084C06Rik	0	0	0	0	0	0	0	0	0
A630001G21Rik	387	139	345	135	544	72	0	453	565
A630010A05Rik	0	4	0	1	3	0	0	2	2
A630023A22Rik	3	0	1	0	0	0	0	0	1
A630073D07Rik	0	2	0	3	1	0	0	0	0
A630076J17Rik	0	0	0	0	0	0	0	0	0
A630095E13Rik	0	1	0	1	0	0	0	0	4
A630095N17Rik	2	0	0	0	3	0	0	1	0
A730009L09Rik	0	6	5	0	3	4	0	0	0
A730015C16Rik	1	0	2	1	0	1	0	7	5
A730017C20Rik	7	12	3	1	11	0	0	2	2
A730046J19Rik	0	4	0	0	0	0	0	0	0
A730049H05Rik	0	4	1	0	2	1	0	2	2
A730061H03Rik	1	0	0	0	0	0	0	1	1
A730071L15Rik	1	5	0	1	0	0	0	0	3
A830005F24Rik	1	1	0	0	1	0	0	2	0
A830010M20Rik	11	9	17	8	8	0	0	9	16
A830018L16Rik	18	3	18	3	11	0	0	6	10
A830031A19Rik	0	2	1	0	4	0	0	0	1
A930002H24Rik	1	0	1	0	0	1	0	0	0
A930003A15Rik	0	0	2	0	0	0	0	4	1
A930004D18Rik	6	1	0	0	1	1	0	2	5
A930009A15Rik	5	0	0	1	0	0	0	1	2
A930017K11Rik	4	0	0	0	1	0	0	0	0
A930018P22Rik	0	0	0	0	0	0	0	4	3
A930033H14Rik	5	0	1	0	1	0	0	0	9
AA467197	0	0	1	0	0	0	0	1	136
AA792892	0	0	0	0	2	0	0	0	0
AA986860	9	3	8	6	16	1	0	6	12
AB124611	2055	872	2507	533	920	455	0	2497	1095
AF067061	1	2	4	0	9	0	0	1	3
AF067063	1	0	0	0	0	1	0	0	0
AF366264	2	0	4	0	5	0	0	0	0
AF529169	7	2	0	4	0	3	0	0	19
AI182371	13	5	3	1	11	0	0	2	2
AI314180	618	260	454	156	313	124	0	370	585
AI413582	380	178	398	108	215	61	0	340	255
AI429214	0	3	0	0	0	0	0	0	0
AI464131	11	1	7	4	4	0	0	6	4
AI467606	1252	592	1386	273	528	212	0	544	372
AI481877	8	6	8	1	7	3	0	3	11
AI593442	5	2	0	1	0	2	0	0	3
AI597479	156	69	199	54	71	25	0	149	195
AI606181	26	17	13	5	21	4	0	18	23
AI661453	0	1	0	0	1	0	0	0	1
AI837181	63	24	76	9	39	16	0	49	52
AI846148	24	19	10	12	8	8	0	17	24
AI854703	14	1	3	0	2	0	0	0	0
AI987944	304	154	229	90	176	54	1	226	194
AK157302	6	3	3	0	1	0	0	4	6
AU015836	3	1	2	0	0	0	0	0	0
AU018091	0	0	0	0	0	0	0	0	0
AU019823	123	49	100	28	102	29	0	145	83
AU021092	2	5	2	0	0	0	0	3	1
AU022252	90	44	75	26	78	9	0	75	62
AU022751	0	0	0	0	0	0	0	0	0
AU040320	224	121	237	57	172	39	0	187	291
AU041133	52	30	32	31	34	13	0	56	66
AV320801	0	0	0	0	0	0	0	0	0
AW011738	89	39	55	14	23	28	0	20	31
AW146154	110	42	49	25	47	5	0	30	77
AW209491	85	44	101	15	58	6	0	40	111
AW549877	722	339	506	222	564	161	0	560	639
AW551984	15	14	11	8	0	7	0	13	8
AW554918	150	66	107	40	124	17	0	126	164
AW822073	0	0	0	0	0	0	0	0	0
AY074887	0	0	2	0	0	0	0	0	0
AY358078	6	4	4	2	0	0	0	2	1
AY761184	0	1	0	0	0	0	0	0	5
AY761185	0	0	0	0	0	0	0	2	3
Aaas	159	35	70	28	161	23	0	163	152
Aacs	497	191	239	127	156	59	0	232	225
Aadac	1	0	1	2	7	0	0	0	0
Aadacl2	0	1	2	1	1	0	0	2	0
Aadacl3	5	4	7	0	2	2	0	0	6
Aadacl4	0	1	1	0	0	0	0	0	0
Aadat	2	8	1	5	3	3	0	3	2
Aaed1	511	224	741	211	373	127	0	600	470
Aagab	576	265	721	126	468	116	0	522	461
Aak1	302	122	215	68	273	32	0	216	316
Aamdc	105	34	77	18	54	9	0	86	52
Aamp	652	227	507	157	376	111	0	516	515
Aanat	3	2	3	1	2	0	0	0	5
Aar2	198	104	176	47	125	32	0	184	141
Aard	3	0	0	0	0	0	0	0	0
Aars	280	74	169	37	158	30	0	227	449
Aars2	99	46	101	13	42	28	0	70	94
Aarsd1	10	11	6	5	16	1	0	8	14
Aasdh	73	25	78	17	60	18	0	51	73
Aasdhppt	181	66	162	55	154	49	0	148	124
Aass	6	5	0	2	4	0	0	8	11
Aatf	197	98	192	64	128	43	0	215	223
Aatk	190	63	60	28	6	23	0	145	52
Abat	11	1	6	4	17	2	0	4	11
Abca1	57	47	125	23	137	6	0	102	1240
Abca12	21	18	9	4	31	4	0	26	18
Abca13	42	38	30	8	68	4	0	64	43
Abca14	14	7	9	9	25	2	0	16	11
Abca15	9	15	8	11	6	1	0	7	20
Abca16	3	10	4	9	12	2	0	6	6
Abca17	20	6	11	1	7	2	0	4	8
Abca2	298	104	246	50	179	43	0	179	216
Abca3	718	270	643	165	623	155	0	512	484
Abca4	23	30	38	4	12	8	0	3	14
