	Mo.Ly6C+.Lu#1	Mo.Ly6C+.Lu#2	Mo.Ly6C+.Lu#3	Mo.Ly6C+.Lu.KPd17#1	Mo.Ly6C+.Lu.KPd17#2	Mo.Ly6C+.Lu.KPd28#1	Mo.Ly6C+.Lu.KPd28#2	Mo.Ly6C+.Lu.KPd28#3
2700062C07Rik	49	49	32	37	47	29	25	40
2700081O15Rik	2	0	4	2	13	0	7	3
2700097O09Rik	44	69	23	28	35	77	42	38
2810004N23Rik	157	145	100	131	168	85	152	196
2810006K23Rik	81	42	31	26	53	36	45	64
2810021J22Rik	50	54	25	20	41	14	31	52
2810403A07Rik	465	560	356	391	394	559	343	574
2810408A11Rik	8	2	0	3	0	3	4	5
2810459M11Rik	3	1	2	2	6	0	3	1
2810474O19Rik	1011	1132	880	697	1000	1187	1057	1314
2900011O08Rik	1	1	2	1	5	2	0	1
2900026A02Rik	13	24	20	19	13	28	25	31
2900055J20Rik	1	9	0	0	1	0	1	0
2900092C05Rik	2	3	1	0	0	0	2	0
3100002H09Rik	1	0	0	0	0	0	0	0
3110001I22Rik	37	60	41	60	57	68	39	90
3110002H16Rik	346	398	259	260	326	403	382	400
3110009E18Rik	5	22	8	10	26	10	4	17
3110018I06Rik	0	0	0	0	1	0	2	1
3110021N24Rik	4	6	2	1	4	1	2	3
3110035E14Rik	1	1	0	0	1	0	1	3
3110040M04Rik	0	0	0	0	0	0	0	0
3110040N11Rik	56	76	51	46	91	81	52	55
3110043O21Rik	308	285	252	297	312	369	490	483
3110062M04Rik	37	30	12	14	17	12	16	23
3110070M22Rik	0	5	2	0	1	2	4	2
3110079O15Rik	0	0	0	0	1	0	0	0
3110082I17Rik	358	320	224	223	234	253	334	309
3110082J24Rik	0	0	0	0	2	0	0	0
3300002I08Rik	21	16	9	7	22	13	7	26
3425401B19Rik	1	1	4	0	9	1	3	0
3632451O06Rik	4	9	2	3	4	3	10	7
3830403N18Rik	0	6	10	0	3	4	0	17
3830406C13Rik	207	215	117	186	251	217	125	213
3830417A13Rik	2	0	0	0	2	1	1	0
4430402I18Rik	2	5	2	1	3	3	2	3
4833420G17Rik	509	659	388	427	523	414	465	501
4833423E24Rik	0	1	2	2	0	1	2	3
4833427G06Rik	0	0	0	0	0	1	0	3
4833439L19Rik	538	644	363	436	584	628	588	694
4921501E09Rik	3	0	0	4	6	0	2	1
4921504E06Rik	2	8	1	2	2	0	0	1
4921507P07Rik	18	7	7	3	4	0	1	0
4921509C19Rik	0	0	0	0	1	0	0	1
4921511C20Rik	3	0	0	3	1	0	0	6
4921511M17Rik	0	0	0	0	0	0	0	0
4921517D22Rik	1	0	0	0	0	2	4	1
4921524J17Rik	45	78	30	51	81	78	63	84
4921524L21Rik	2	7	2	0	0	2	6	0
4921530L21Rik	0	0	0	0	1	0	0	0
4921536K21Rik	3	0	1	0	5	4	2	7
4921539E11Rik	0	5	0	0	6	0	2	5
4922502D21Rik	1	1	0	3	0	0	0	1
4930402F06Rik	0	0	0	0	0	0	1	3
4930402H24Rik	161	166	89	128	200	154	138	158
4930402K13Rik	0	0	0	0	4	0	0	0
4930404H24Rik	0	0	0	0	0	0	0	0
4930404N11Rik	3	6	2	3	4	0	1	2
4930407I10Rik	2	2	0	1	4	0	0	1
4930412O13Rik	0	0	0	0	0	0	0	0
4930415L06Rik	1	0	0	0	3	0	0	0
4930415O20Rik	0	0	1	1	0	0	2	1
4930426L09Rik	7	17	5	5	8	7	12	8
4930430A15Rik	3	1	2	1	5	0	3	7
4930430F08Rik	31	22	26	20	37	23	5	21
4930432K21Rik	7	5	0	1	9	1	3	3
4930432M17Rik	0	0	0	0	1	0	0	1
4930433I11Rik	0	7	0	0	0	0	0	1
4930435E12Rik	0	1	0	0	5	0	0	0
4930438A08Rik	1	0	3	0	2	0	4	1
4930442H23Rik	0	0	0	0	0	0	0	0
4930444G20Rik	2	0	1	0	0	0	0	1
4930444P10Rik	1	2	0	1	5	0	0	3
4930447A16Rik	0	0	0	1	1	0	0	0
4930447C04Rik	4	12	2	4	2	0	7	3
4930447F04Rik	1	0	2	0	0	0	2	0
4930449I24Rik	0	0	0	0	0	0	0	0
4930451I11Rik	0	0	1	0	0	0	0	0
4930452B06Rik	3	4	4	2	16	2	7	3
4930453N24Rik	104	192	110	110	178	131	167	176
4930455H04Rik	0	2	1	0	1	2	0	0
4930467E23Rik	0	0	0	0	0	0	1	0
4930469K13Rik	30	39	20	16	27	25	19	19
4930470P17Rik	1	2	0	1	1	0	1	0
4930474N05Rik	5	0	2	1	2	4	0	3
4930480E11Rik	0	0	0	0	0	0	0	0
4930486L24Rik	0	0	0	2	1	0	0	0
4930502E18Rik	1	1	0	0	1	0	0	1
4930503B20Rik	0	0	0	0	2	0	0	0
4930503E14Rik	1	2	1	0	0	2	2	1
4930503L19Rik	69	99	54	40	90	64	91	155
4930504O13Rik	0	2	0	0	0	0	0	0
4930505A04Rik	0	1	2	0	0	3	1	1
4930507D05Rik	1	1	0	0	6	0	1	1
4930512M02Rik	1	5	0	0	0	0	3	1
4930513O06Rik	0	1	0	0	0	0	1	2
4930516K23Rik	6	0	2	0	5	0	3	3
4930518I15Rik	29	38	25	23	39	35	30	30
4930519G04Rik	2	1	5	1	3	2	5	4
4930519P11Rik	1	1	0	0	0	0	0	0
4930522H14Rik	1	1	0	2	0	0	1	3
4930522L14Rik	22	30	33	15	34	30	33	22
4930523C07Rik	614	659	492	562	683	902	312	418
4930524B15Rik	0	4	0	0	3	0	0	0
4930524J08Rik	5	1	0	2	5	8	2	2
4930524N10Rik	5	0	0	0	0	0	0	1
4930535I16Rik	0	0	0	0	0	0	0	0
4930539E08Rik	0	6	1	0	4	2	1	0
4930544D05Rik	0	0	0	0	0	0	0	0
4930544G11Rik	0	0	0	0	3	0	0	0
4930546C10Rik	1	0	3	0	3	0	0	0
4930548H24Rik	0	2	0	3	0	0	1	0
4930550C14Rik	4	0	6	1	11	0	10	2
4930550L24Rik	0	0	3	0	0	0	4	2
4930553J12Rik	7	1	0	0	2	0	1	2
4930553M12Rik	1	0	0	0	0	0	0	1
4930555G01Rik	0	0	0	1	0	0	0	0
4930556J24Rik	1	3	0	0	0	0	2	1
4930558C23Rik	0	3	1	0	8	0	1	3
4930558K02Rik	1	0	0	2	0	0	0	0
4930562C15Rik	14	8	8	5	13	4	3	14
4930563D23Rik	2	0	0	1	4	0	7	0
4930563M21Rik	3	2	0	1	5	2	3	0
4930564D02Rik	0	0	0	0	2	0	1	0
4930567H17Rik	0	0	0	0	1	0	0	0
4930568D16Rik	6	0	0	0	0	1	0	2
4930572O03Rik	1	0	1	0	0	0	0	0
4930578C19Rik	2	0	8	0	2	1	0	6
4930578G10Rik	0	0	0	0	0	0	0	1
4930578I06Rik	1	2	0	3	0	0	0	2
4930579F01Rik	1	3	3	1	1	0	4	0
4930579G24Rik	30	17	14	14	45	23	34	36
4930583I09Rik	0	3	0	1	0	1	2	0
4930590J08Rik	10	1	18	2	10	2	5	13
4930595D18Rik	10	9	6	5	7	14	7	8
4930595M18Rik	0	0	0	0	0	0	0	2
4930596D02Rik	0	2	0	0	4	0	0	2
4931400O07Rik	0	0	0	0	1	0	0	0
4931406B18Rik	1	3	0	1	4	0	3	2
4931406C07Rik	64	46	51	44	39	64	41	53
4931406P16Rik	103	145	129	120	89	103	154	93
4931408C20Rik	6	2	7	2	0	0	6	5
4931409K22Rik	3	2	7	1	4	3	0	3
4931414P19Rik	11	19	11	12	18	12	5	34
4931417E11Rik	3	2	1	0	0	0	0	1
4931422A03Rik	18	36	17	16	29	18	19	15
4931423N10Rik	0	2	1	1	2	0	1	2
4931428F04Rik	1	4	5	1	7	4	2	8
4931428L18Rik	0	3	0	3	0	0	0	0
4931429L15Rik	3	1	1	1	2	0	0	0
4931440F15Rik	4	5	5	12	2	4	1	1
4932411N23Rik	1	0	0	1	1	0	4	1
4932414N04Rik	9	2	6	9	4	2	6	10
4932415D10Rik	8	3	4	3	12	0	9	2
4932429P05Rik	0	0	2	0	8	0	0	0
4932438A13Rik	616	801	390	500	540	397	663	646
4932438H23Rik	1	3	1	1	1	2	3	3
4932443I19Rik	3	7	2	4	0	6	0	0
4933400A11Rik	0	0	1	0	0	1	0	0
4933402D24Rik	2	7	0	3	7	0	2	2
4933402E13Rik	0	0	0	0	2	0	0	1
4933402J07Rik	1	0	6	0	0	1	0	0
4933402N03Rik	0	0	0	0	0	0	1	0
4933402N22Rik	0	3	0	0	0	0	0	0
4933403O08Rik	0	1	0	0	0	0	0	0
4933405L10Rik	0	0	0	1	0	0	0	0
4933405O20Rik	0	0	1	0	0	0	0	0
4933406M09Rik	10	19	9	27	22	12	10	12
4933407L21Rik	0	1	2	3	1	0	2	1
4933408B17Rik	5	6	6	3	2	5	8	3
4933409G03Rik	7	0	2	0	5	2	4	0
4933411K16Rik	1	0	1	1	2	0	3	0
4933412E24Rik	0	0	0	0	0	0	0	2
4933413G19Rik	0	0	0	2	2	3	0	0
4933414I15Rik	0	3	1	1	4	0	0	0
4933415A04Rik	5	2	4	1	0	0	8	1
4933415F23Rik	0	1	0	0	1	0	0	0
4933416C03Rik	0	1	7	7	0	0	0	0
4933417A18Rik	0	0	0	3	1	0	0	5
4933421I07Rik	0	4	0	0	4	0	0	0
4933424G06Rik	2	1	2	0	3	0	0	1
4933425L06Rik	1	1	2	1	1	0	2	1
4933427D14Rik	54	43	35	28	46	42	49	64
4933427I04Rik	0	2	1	0	0	0	0	1
4933428G20Rik	5	3	6	8	9	9	5	11
4933428M09Rik	0	0	0	0	0	1	0	1
4933430I17Rik	9	2	1	0	2	4	5	4
4933434E20Rik	483	601	322	335	425	518	475	513
4933436I01Rik	0	0	0	0	0	0	0	0
5031410I06Rik	0	0	1	0	1	0	0	0
5031439G07Rik	908	865	531	669	656	675	643	809
5330417C22Rik	6	0	2	0	7	0	2	5
5330417H12Rik	0	0	0	0	0	0	0	0
5430401F13Rik	0	0	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0	0	0
5430403G16Rik	26	16	23	12	18	2	14	31
5430419D17Rik	8	3	7	0	24	1	9	12
5430427O19Rik	341	505	267	319	414	509	285	440
5530400C23Rik	1	0	0	0	2	0	0	0
5530401A14Rik	0	4	1	6	6	0	2	5
5730409E04Rik	25	22	4	37	12	41	10	34
5730455P16Rik	116	133	41	99	119	106	181	142
5730480H06Rik	72	62	31	34	21	44	60	37
5730507C01Rik	0	0	0	0	1	2	1	0
5730522E02Rik	7	6	2	8	12	0	5	5
5730559C18Rik	0	6	0	1	1	0	0	2
5730596B20Rik	3	2	0	0	0	0	3	0
5830411N06Rik	4	19	2	6	22	0	2	12
5830473C10Rik	3	9	3	0	7	3	2	2
5930422O12Rik	1	0	0	0	2	0	0	0
6030408B16Rik	3	0	0	0	2	1	3	5
6030419C18Rik	0	0	0	0	0	0	0	0
6030445D17Rik	0	5	1	2	0	0	3	1
6030452D12Rik	0	0	0	1	0	0	0	0
6030458C11Rik	199	220	154	148	211	139	165	246
6030468B19Rik	0	0	0	0	1	0	1	2
6030498E09Rik	1	0	0	0	0	2	0	0
6330409D20Rik	6	10	1	5	3	3	5	1
6430531B16Rik	2	4	3	2	3	4	9	5
6430548M08Rik	531	671	448	322	503	346	435	375
6430550D23Rik	17	12	5	3	11	5	3	23
6430571L13Rik	0	0	0	1	3	0	4	0
6430573F11Rik	3	9	0	6	5	0	9	10
6430628N08Rik	8	1	3	0	4	0	0	0
6720489N17Rik	14	39	12	22	21	10	18	44
6820408C15Rik	4	1	0	1	4	2	3	0
7420426K07Rik	0	2	0	1	1	0	0	0
7420461P10Rik	1	0	0	1	6	0	1	0
7530416G11Rik	0	0	0	0	2	0	1	0
8030411F24Rik	1	0	0	0	2	0	1	0
8030423J24Rik	1	1	0	0	3	0	0	0
8030462N17Rik	45	48	26	24	43	23	39	47
8030474K03Rik	0	1	1	0	0	0	0	0
8430408G22Rik	123	125	80	76	90	47	76	81
9030612E09Rik	2	0	0	0	1	0	1	0
9030624G23Rik	1	0	0	1	3	1	0	0
9030624J02Rik	439	591	259	405	451	433	526	575
9130008F23Rik	14	57	25	25	20	7	4	20
9130011E15Rik	165	216	154	117	223	193	177	192
9130019O22Rik	30	25	21	21	23	8	21	26
9130023H24Rik	37	46	15	36	37	9	27	34
9130204L05Rik	3	0	2	0	2	0	0	0
9130213A22Rik	0	2	0	0	0	2	0	1
9130230L23Rik	9	7	8	5	21	4	8	9
9130401M01Rik	76	117	47	77	100	80	58	78
9130409I23Rik	4	0	1	1	0	2	0	2
9230102O04Rik	0	1	0	1	0	0	0	0
9230104L09Rik	1	3	2	0	6	0	2	1
9230110C19Rik	1	9	0	1	3	0	2	3
9230110F15Rik	0	1	0	1	3	0	1	4
9230112D13Rik	0	0	0	0	1	0	0	0
9230113P08Rik	0	0	0	13	2	0	0	3
9330159F19Rik	4	3	0	2	5	2	3	12
9330161L09Rik	4	11	1	1	1	4	0	3
9330182L06Rik	4	7	9	1	19	4	7	23
9330182O14Rik	1	2	1	1	0	0	1	0
9430007A20Rik	4	0	2	0	0	0	0	0
9430015G10Rik	86	91	44	52	68	52	47	93
9430038I01Rik	149	185	62	79	116	101	182	98
9430069I07Rik	3	5	0	0	2	0	4	0
9430097D07Rik	0	0	0	1	3	0	3	0
9530002B09Rik	2	2	1	2	0	0	1	0
9530003J23Rik	4	4	1	0	7	0	0	1
9530053A07Rik	6	3	1	3	17	4	4	9
9530068E07Rik	1649	1712	944	1162	1394	1672	1693	1611
9530077C05Rik	9	2	13	10	1	3	17	19
9630041A04Rik	0	2	1	0	2	0	2	0
9830107B12Rik	11	9	9	20	7	13	22	6
9930012K11Rik	1	0	5	0	5	4	3	10
9930021J03Rik	69	139	56	64	120	115	95	143
9930022D16Rik	0	3	2	8	1	21	22	1
9930104L06Rik	122	110	75	60	121	79	94	115
9930111J21Rik1	300	386	229	244	290	46	170	246
9930111J21Rik2	350	490	268	344	406	154	234	278
A030003K21Rik	0	0	0	0	1	0	0	0
A030005K14Rik	0	0	0	1	2	0	0	0
A030005L19Rik	3	1	0	4	0	2	1	4
A030014E15Rik	0	0	0	1	0	0	0	1
A130010J15Rik	21	37	30	32	32	46	45	50
A1bg	0	4	0	0	0	1	3	6
A1cf	8	0	3	3	6	0	0	3
A230050P20Rik	49	21	16	31	11	4	22	6
A230072I06Rik	1	0	0	1	2	2	1	0
A26c2	0	0	0	0	3	0	0	1
A2m	2	9	2	3	9	0	7	13
A2ml1	9	4	9	1	19	2	5	14
A330070K13Rik	0	1	0	1	0	0	0	0
A3galt2	7	8	2	6	2	0	2	2
A430005L14Rik	106	113	54	61	65	105	86	132
A430033K04Rik	41	38	11	21	40	19	41	41
A430078G23Rik	308	318	211	147	200	169	215	234
A430089I19Rik	0	0	0	0	0	0	0	0
A430105I19Rik	13	24	4	5	9	4	3	1
A4galt	1	9	4	4	1	0	2	3
A4gnt	0	5	0	0	3	5	4	0
A530016L24Rik	0	0	0	0	0	0	1	0
A530032D15Rik	3	6	4	8	10	17	8	13
A530064D06Rik	266	211	127	176	219	182	106	86
A530084C06Rik	0	0	0	0	0	0	0	0
A630001G21Rik	290	364	166	226	315	447	332	404
A630010A05Rik	0	3	0	1	5	0	4	2
A630023A22Rik	0	1	0	1	1	1	1	0
A630073D07Rik	0	2	0	0	1	0	3	0
A630076J17Rik	0	0	1	0	1	0	0	0
A630095E13Rik	3	6	0	6	0	0	4	5
A630095N17Rik	1	1	0	0	1	0	0	2
A730009L09Rik	3	0	2	1	3	0	0	1
A730015C16Rik	3	0	1	4	7	1	1	3
A730017C20Rik	9	6	8	1	7	2	1	3
A730046J19Rik	11	0	7	3	11	0	7	5
A730049H05Rik	0	3	5	1	1	0	0	0
A730061H03Rik	1	2	0	0	0	0	0	0
A730071L15Rik	1	1	1	1	0	0	0	0
A830005F24Rik	0	1	1	2	1	12	0	1
A830010M20Rik	4	14	11	11	28	8	5	1
A830018L16Rik	10	5	1	3	12	2	4	4
A830031A19Rik	1	2	0	0	0	0	4	0
A930002H24Rik	0	0	0	0	0	0	0	0
A930003A15Rik	1	2	0	0	0	0	0	1
A930004D18Rik	7	13	1	0	1	1	0	0
A930009A15Rik	1	0	0	1	1	0	0	0
A930017K11Rik	0	1	0	0	1	0	0	1
A930018P22Rik	1	0	0	0	1	0	0	0
A930033H14Rik	2	0	0	0	0	0	3	0
AA467197	0	0	0	3	28	20	66	48
AA792892	0	0	0	0	0	0	0	0
AA986860	8	1	9	8	12	6	4	8
AB124611	1723	1977	1393	1269	1682	2509	2443	2437
AF067061	0	1	3	0	4	1	0	0
AF067063	0	0	0	0	0	0	0	0
AF366264	4	0	3	0	3	0	1	0
AF529169	3	6	1	0	2	1	0	2
AI182371	1	0	1	5	5	1	5	12
AI314180	437	575	304	381	432	294	484	615
AI413582	333	365	187	176	253	341	261	284
AI429214	0	0	0	0	2	2	1	0
AI464131	0	1	1	5	1	2	7	4
AI467606	979	1121	762	601	721	545	602	640
AI481877	5	6	4	5	8	7	5	7
AI593442	0	2	4	6	7	0	1	2
AI597479	146	130	89	76	252	97	117	162
AI606181	16	19	18	10	10	37	4	18
AI661453	2	2	0	0	0	0	0	0
AI837181	77	54	39	43	43	60	50	47
AI846148	21	18	7	7	9	14	16	17
AI854703	2	3	0	2	5	1	1	0
AI987944	255	248	155	182	188	206	254	261
AK157302	1	1	2	4	9	3	0	4
AU015836	0	0	3	1	2	0	1	1
AU018091	0	0	0	0	0	0	0	0
AU019823	73	105	88	67	109	83	90	130
AU021092	5	1	6	0	7	3	6	5
AU022252	96	85	50	54	92	54	97	127
AU022751	2	0	0	0	0	0	0	0
AU040320	245	253	165	129	182	112	190	232
AU041133	23	50	27	10	37	34	16	41
AV320801	1	1	0	0	1	0	0	0
AW011738	52	65	45	48	56	112	18	31
AW146154	54	91	31	20	42	16	41	48
AW209491	74	77	53	44	67	69	64	91
AW549877	676	661	345	515	496	147	519	613
AW551984	9	10	1	1	17	5	1	5
AW554918	119	138	74	66	90	56	84	84
AW822073	0	0	0	0	1	0	0	0
AY074887	0	0	0	0	1	0	0	0
AY358078	5	5	2	0	1	6	1	4
AY761184	0	0	0	0	0	0	4	0
AY761185	0	4	0	1	0	0	2	1
Aaas	93	127	54	55	78	67	103	87
Aacs	475	301	208	282	298	258	246	243
Aadac	2	4	0	0	0	0	0	3
Aadacl2	4	0	1	2	2	0	1	3
Aadacl3	7	2	0	3	0	2	1	1
Aadacl4	1	3	0	0	0	0	0	1
Aadat	1	1	2	2	5	0	2	0
Aaed1	464	600	329	410	429	380	414	492
Aagab	490	524	397	367	458	479	547	547
Aak1	216	252	96	160	165	202	167	235
Aamdc	67	111	35	37	51	91	68	61
Aamp	558	617	329	336	460	579	511	620
Aanat	1	1	1	0	0	1	4	0
Aar2	171	152	119	131	206	133	145	197
Aard	0	3	0	0	0	0	0	1
Aars	240	210	97	130	142	148	353	326
Aars2	101	101	45	74	71	45	69	108
Aarsd1	7	16	8	1	4	4	14	16
Aasdh	45	72	33	49	62	37	47	83
Aasdhppt	157	158	78	105	161	138	171	158
Aass	0	3	4	5	5	0	4	6
Aatf	220	228	136	107	191	273	238	227
Aatk	147	165	90	64	87	51	186	98
Abat	3	0	1	3	9	0	7	5
Abca1	36	66	56	32	123	105	391	288
Abca12	13	39	12	4	30	4	19	14
Abca13	47	34	14	24	42	21	36	26
Abca14	8	12	0	4	8	4	8	20
Abca15	5	17	1	2	13	2	11	5
Abca16	6	8	8	2	4	4	7	2
Abca17	7	7	6	4	9	9	2	7
Abca2	229	222	120	107	176	148	111	149
Abca3	602	623	522	455	543	287	552	557
Abca4	10	30	19	14	21	3	5	6
Abca5	13	24	4	7	11	4	1	8
Abca6	210	218	165	175	221	172	465	379
Abca7	1379	1422	1128	1105	1403	879	1167	1229
Abca8a	18	10	9	14	12	2	4	12
Abca8b	24	30	14	12	15	8	5	35
Abca9	1025	1228	722	895	828	678	883	1125
Abcb10	207	121	68	119	118	63	136	206
Abcb11	16	2	3	4	10	0	3	7
Abcb1a	6	27	25	4	21	15	7	16
Abcb1b	53	114	57	65	91	45	76	81
Abcb4	6	6	5	5	14	1	9	7
Abcb5	6	13	4	1	5	4	4	5
Abcb6	1	3	0	4	3	1	1	1
Abcb7	520	683	350	472	459	205	432	530
Abcb8	119	83	65	75	84	113	139	124
Abcb9	15	27	5	13	19	2	5	7
Abcc1	426	596	278	312	484	323	470	591
Abcc10	75	66	52	39	73	30	96	70
Abcc12	13	6	1	1	15	1	4	2
Abcc2	4	14	14	11	12	4	1	2
Abcc3	13	50	27	47	44	92	292	213
Abcc4	424	703	356	363	419	305	429	521
Abcc5	967	1044	684	750	953	505	835	994
Abcc6	3	1	2	0	1	1	7	2
Abcc8	0	9	1	5	6	0	5	5
Abcc9	8	18	1	5	6	3	6	9
Abcd1	1224	1561	912	967	1324	1173	1155	1156
Abcd2	1009	1375	889	1020	1013	616	1393	1204
Abcd3	228	223	155	140	207	94	134	191
Abcd4	160	129	67	70	109	150	98	149
Abce1	455	687	391	345	597	156	833	731
Abcf1	347	550	309	365	432	411	520	542
Abcf2	314	255	214	239	339	339	414	451
Abcf3	415	350	218	287	329	263	353	326
Abcg1	706	1285	496	606	772	1371	938	1060
Abcg2	38	41	36	23	63	51	62	45
Abcg3	602	590	347	463	743	541	249	574
Abcg4	17	4	1	5	6	7	1	3
Abcg5	0	0	1	0	6	0	0	1
Abcg8	1	2	0	0	3	0	0	5
Abhd10	49	88	54	81	64	81	114	87
Abhd11	142	96	88	90	95	156	203	147
Abhd12	781	1223	948	716	1159	1012	994	987
Abhd12b	4	3	0	2	5	2	1	0
Abhd13	93	78	55	56	102	64	86	76
Abhd14a	16	11	13	10	5	10	11	15
Abhd14b	33	24	7	23	20	21	20	23
Abhd15	77	63	46	25	61	34	46	39
Abhd16a	446	454	297	248	375	522	464	460
Abhd16b	2	1	3	1	1	0	0	0
Abhd17a	88	137	69	51	85	116	106	90
Abhd17b	72	97	46	56	91	77	132	83
Abhd17c	25	47	29	29	33	23	33	38
Abhd18	52	51	37	40	60	40	61	62
Abhd2	538	692	363	425	543	492	644	594
Abhd3	5	8	5	0	10	2	5	0
Abhd4	397	462	308	324	399	444	392	448
Abhd5	220	279	173	178	258	238	271	225
Abhd6	8	5	6	5	8	5	5	11
Abhd8	99	36	28	40	48	51	41	55
Abi1	1729	2250	1421	1753	2083	1917	1836	2271
Abi2	113	104	83	112	102	93	143	190
Abi3	294	310	246	206	274	260	228	272
Abi3bp	13	14	11	4	30	9	11	10
Abl1	328	405	234	283	355	361	322	382
Abl2	116	97	72	90	99	145	138	134
Ablim1	17	82	16	11	77	9	10	8
Ablim2	4	7	3	1	21	2	13	10
Ablim3	3	2	2	0	8	14	3	2
Abo	0	0	0	1	13	1	2	2
Abr	1207	1401	791	942	1305	857	990	1109
Abra	6	9	5	0	7	0	8	5
Abracl	156	180	122	98	155	228	179	201
Abraxas1	55	48	16	21	33	41	33	44
Abraxas2	433	549	327	297	383	359	544	502
Abt1	100	113	68	79	108	143	103	138
Abtb1	606	802	453	516	715	505	597	524
Abtb2	93	65	22	53	70	70	184	233
Acaa1a	964	960	583	631	851	1043	894	1039
Acaa1b	4	7	1	0	1	1	2	2
Acaa2	617	797	593	499	722	966	757	875
Acaca	123	123	87	83	102	79	170	98
Acacb	3	10	5	9	8	5	4	5
Acad10	20	19	23	24	21	9	43	30
Acad11	58	65	48	48	48	29	61	61
Acad12	25	18	20	13	16	10	11	26
Acad8	171	200	108	157	190	210	206	171
Acad9	157	178	76	103	105	103	140	102
Acadl	247	444	235	261	411	439	374	366
Acadm	415	425	255	303	363	542	418	498
Acads	103	132	103	78	104	127	125	121
Acadsb	337	320	182	240	324	193	243	441
Acadvl	178	191	159	117	176	187	238	268
Acan	1	1	2	1	2	0	5	4
Acap1	61	96	17	14	39	20	43	38
Acap2	621	635	471	569	720	438	654	705
Acap3	98	200	121	137	170	105	86	157
Acat1	483	516	344	371	446	630	548	666
Acat2	51	50	38	36	58	44	21	30
Acat3	8	0	4	1	0	2	5	3
Acbd3	176	179	110	124	228	169	182	199
Acbd4	43	50	39	31	29	60	50	44
Acbd5	433	624	351	452	543	227	468	493
Acbd6	89	127	86	68	154	136	97	110
Acbd7	0	0	0	0	0	0	2	0
Accs	119	129	60	80	63	51	108	71
Accsl	2	9	0	4	1	0	1	3
Acd	118	160	90	122	167	293	230	199
Ace	1216	2154	1169	1137	1588	532	280	379
Ace2	5	1	0	3	5	0	2	3
Ace3	0	3	1	2	2	0	1	2
Acer1	1	2	8	4	5	3	1	0
Acer2	17	14	21	27	28	21	38	11
Acer3	1861	1731	1434	1445	1668	2327	1732	1980
Ache	0	0	1	1	1	1	2	0
Acin1	345	400	234	215	366	373	321	360
Ackr1	1	7	0	1	4	2	1	1
Ackr2	4	16	1	1	0	13	15	0
Ackr3	5	0	5	6	4	9	33	10
Ackr4	9	10	2	2	11	4	2	7
Acly	2016	1938	1301	1528	1756	930	2603	2645
Acmsd	1	5	1	0	4	0	0	5
Acnat1	0	4	2	1	1	0	0	3
Acnat2	6	0	0	0	1	0	0	1
Aco1	391	465	298	334	465	332	432	491
Aco2	678	689	435	598	667	818	922	859
Acod1	12	8	4	46	62	66	66	243
Acot1	13	6	12	12	11	27	60	47
Acot10	12	10	3	6	2	5	7	6
Acot11	83	119	45	40	64	53	61	122
Acot12	13	3	2	2	9	0	5	8
Acot13	79	97	53	35	74	137	73	106
Acot2	30	49	23	31	26	45	55	40
Acot3	0	1	1	0	4	0	1	0
Acot4	1	2	2	3	2	0	5	7
Acot5	1	5	0	0	2	0	2	1
Acot6	1	0	6	2	2	2	1	0
Acot7	264	249	105	118	180	273	178	215
Acot8	103	115	108	116	89	150	126	143
Acot9	547	654	364	478	544	540	512	524
Acox1	214	280	233	183	298	239	298	326
Acox2	6	2	4	1	3	0	2	3
Acox3	675	738	496	545	864	575	915	775
Acoxl	2	6	1	1	2	0	4	2
Acp1	113	110	62	73	90	114	124	115
Acp2	330	325	203	240	279	456	416	410
Acp4	1	0	1	1	1	1	1	0
Acp5	78	112	47	58	120	256	287	230
Acp6	264	231	112	117	232	192	121	187
Acp7	0	0	0	4	1	1	0	0
Acpp	43	17	23	6	18	33	44	44
Acr	1	1	0	0	3	0	0	1
Acrbp	42	32	25	20	44	22	19	34
Acrv1	2	2	2	5	11	1	4	9
Acsbg1	3	4	0	1	2	11	10	3
Acsbg2	1	9	2	3	1	0	3	1
Acsf2	21	22	6	3	13	16	6	7
Acsf3	55	78	23	45	64	40	43	59
Acsl1	523	527	300	345	518	283	601	508
Acsl3	38	27	35	16	48	37	24	19
Acsl4	371	481	253	314	348	319	401	389
Acsl5	919	1029	634	742	862	949	939	972
Acsl6	11	4	2	3	3	4	2	1
Acsm1	3	6	0	0	2	1	2	5
Acsm2	7	7	1	4	6	4	5	12
Acsm3	0	7	5	3	0	2	3	0
Acsm4	2	1	3	1	2	1	1	2
Acsm5	7	5	2	0	8	2	1	5
Acss1	271	435	301	273	368	195	129	204
Acss2	173	214	184	132	147	144	121	98
Acss3	4	12	1	5	8	5	3	7
Acta1	4	17	7	11	6	14	3	18
Acta2	94	71	22	64	69	111	94	96
Actb	69559	74569	43624	49465	60459	72113	69313	77979
Actbl2	11	7	2	0	0	0	2	5
Actc1	0	1	2	2	0	2	1	4
Actg1	1052	1203	851	882	1106	2075	1398	1482
Actg2	5	5	0	1	5	2	2	0
Actl10	8	1	3	1	1	0	2	1
Actl11	0	0	0	2	0	0	0	0
Actl6a	247	313	188	220	242	312	332	335
Actl6b	3	2	3	5	5	0	3	1
Actl7a	0	0	0	0	2	4	0	0
Actl7b	0	0	0	1	0	0	0	0
Actl9	1	0	0	1	2	1	0	0
Actn1	2	9	8	1	4	6	10	5
